,ps_pair,ps_pair_nonCyclic,temp,chi,polymer_class,DIFF,SIGN2,SIGN3
1115,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],*CC(*)c1ccccc1_[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],183,0.495,polystyrenes,-0.055,-,
1116,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],*CC(*)c1ccccc1_[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],203,0.44,polystyrenes,,,
1117,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],*CC(*)c1ccccc1_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],162,0.7,polystyrenes,-0.86,-,
1118,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],*CC(*)c1ccccc1_[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],229,-0.16,polystyrenes,,,
1119,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],*CC(*)c1ccccc1_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],40,0.43,polystyrenes,0.52,,
1120,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],*CC(*)c1ccccc1_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],162,0.95,polystyrenes,-0.53,,
1121,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],*CC(*)c1ccccc1_[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],229,0.42,polystyrenes,,,
1122,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC(=O)C([H])([H])[H],*CC(*)c1ccccc1_[H]OC(=O)C([H])([H])[H],162,3,polystyrenes,-0.9,-,
1123,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC(=O)C([H])([H])[H],*CC(*)c1ccccc1_[H]OC(=O)C([H])([H])[H],229,2.1,polystyrenes,,,
1124,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],40,2.6,polystyrenes,-0.86,-,-
1125,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],162,1.74,polystyrenes,-1.89,,
1126,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])(C([H])([H])[H])C([H])([H])[H],229,-0.15,polystyrenes,,,
1127,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],162,1.71,polystyrenes,-0.9,-,
1128,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],229,0.81,polystyrenes,,,
1129,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],162,1.41,polystyrenes,-0.86,-,
1130,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],229,0.55,polystyrenes,,,
1131,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],162,1.75,polystyrenes,-0.89,-,
1132,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],229,0.86,polystyrenes,,,
1133,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],162,1.47,polystyrenes,-0.65,-,
1134,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],229,0.82,polystyrenes,,,
1135,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])[H],162,1.71,polystyrenes,-1.44,-,
1136,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])C([H])([H])[H],229,0.27,polystyrenes,,,
1137,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])O[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])O[H],162,3.8,polystyrenes,-1.6,-,
1138,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])O[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])O[H],229,2.2,polystyrenes,,,
1139,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])[H],162,1.8,polystyrenes,-1.37,-,
1140,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])C([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])C([H])([H])[H],229,0.43,polystyrenes,,,
1141,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])[H],162,2.19,polystyrenes,-1.75,-,
1142,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])[H],*CC(*)c1ccccc1_[H]OC([H])([H])[H],229,0.44,polystyrenes,,,
1143,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],*CC(*)c1ccccc1_[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],162,1.42,polystyrenes,-0.77,-,
1144,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])(c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])c([H])c1[H]_[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],*CC(*)c1ccccc1_[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],229,0.65,polystyrenes,,,
